NOMBRE;LINK
NUHEALTH DEL ECUADOR  ;
LUCASPC COMPANY  ;
;
PRIMALEO  ;
CONSTRUCTORA SAVY  ;
TOLDOSLAMIX CIA. LTDA.;
NARANJO SAAVEDRA MACROPHONE CIA.LTDA.;
PIEDRA CARDOSO HERMANOS C. LTDA.;
TREMIDAL  ;
COMPAÑIA ''BOTTE&MUR'' PARRILLADAS ARGENTINAS  ;
INVESTIGACION ASESORIA TECNICA INVATEC CIA LTDA;
UPMEDIOS  ;
IMOLUX  ;
QUALITYREP  ;
GERENCIA ADMAG CIA.LTDA.;
ACME AGRO C.A.;
GENERACONSULTING  ;
TRADEXMEGA  ;
STM SERVICIOS TECNICOS DE MANTENIMIENTO Y SEGURIDAD SERMANSEG CIA. LTDA.;
FOODKNOWLEDGE FK CIA. LTDA;
RIDDER GROUP RIDDERGROUP CIA.LTDA.;
SOLUCIONES INTEGRADAS   SOLINTEGRA;
MAXTIMSA  ;
COMPAÑIA DE TRANSPORTE ESCOLAR E INSTITUCIONAL RAFITUR  ;
ECUATEAK  ;
LOGISTICA INTEGRAL DE LIMPIEZA , MANTENIMIENTO Y CONSTRUCCION LOGIMANCONS  ;
CORPGKS  ;
ERFOLG CIA. LTDA.;
FJ GLOBAL BUSINESS CIA. LTDA. FJGLOB;
CAUSA PREVENTION PROYECT CONSULTORS CIA. LTDA.;
CATEONCOOK CIA.LTDA.;
MACTELCOMPANY  ;
PLAGYLIMP CIA. LTDA.;
COMPAÑIA DE TRANSPORTES EN TAXIS RAMON BARBA NARANJO C.A.;
CRISOPSA  ;
DERFILSA  ;
CENTRO DE DIAGNOSTICO MEDICO BESTIMAGEN CIA. LTDA.;
INNOVACION DE INFORMACION GARANCHECK CIA. LTDA.;
VRINDAVAN FLOWERS C.A.;
CONSTRUCTORA DE OBRAS CIVILES EMOCTIMO CIA.LTDA.;
HOTELES ROYAL DEL ECUADOR   HORODELSA;
PARQUE DIGITAL AMD C.L.;
IRMIN  ;
ECUADEPOT  ;
;
STRATEGIC THRUSTS SOLUCIONES INTEGRALES EN TECNOLOGIA  ;
PARAGONCIA PROJECT MANAGEMENT PARTNERS CIA. LTDA.;
RIOFERSEG CIA.LTDA.;
ARTEAGA SERRANO PRODUCCIONES CIA. LTDA.;
DISTRIBUIDORA DISPROIMP CIA. LTDA.;
INDUSTRIAS MODAYCOLOR CIA.LTDA.;
MITAXISESAEXPRES  ;
BARSEYPRO (BARCO SEGURIDAD Y PROTECCION) CIA. LTDA.,;
HEALTH NUTRITION & FITNESS HEALTHNUFIT  ;
NODOCOMUNICATION  ;
CERTIFICADORA DEL ECUADOR   ECUACERT;
ANTONIO MALDONADO & ASOCIADOS CIA. LTDA.;
CONSTRUCTORA RUFRAN CIA. LTDA.;
COMPAÑIA DE TRANSPORTE DE CARGA PESADA BRIONES EXPRESS ''TRANSCARPEBRINS''  ;
SINOSTAR  ;
;
EQUERSA  ;
PRIME-AUDIT & CONSULTING CIA.LTDA.;
NOBOA ENRIQUEZ AUTO 87 CIA. LTDA.;
OPERADORA MAQUITA CUSHUNCHIC CIA. LTDA.;
HIDALGTRANS  ;
SECAMAR SA;
EXPORCALAMAR  ;
NOUS-SPA  ;
IDROVOMED CIA.LTDA.;
PREMILATI  ;
REST P&P COMIDATIPICA  ;
DISTCONSTRUCCION  ;
GUILLEMAP CIA.LTDA.;
INMOBILIARIA GRUPO-3I  ;
;
CALIMARMOL MARMOLES DE CALIDAD CIA. LTDA.;
MEGA GORRAS MEGO IMP& EXP  ;
CHECKING DOC  S.;
TVCOLORNETWORK  ;
SERVICIOS CONEXOS PORTUARIOS FEMMAVA  ;
COMPAÑIA DE CARGA PESADA REMONS TRANSPORT  ;
SERVILUBRICAR  ;
DISTRIBUIDORA INSUMOS PLASTICOS PARA BANANO BANPROPLAST  ;
FORMAR CENTRO DE CAPACITACION PROFESIONAL CIA. LTDA.;
COMPANIA CIVIL AGRICOLA INMOBILIARIA COVILSA SA;
AGRÍCOLA HSM C.LTDA.;
SERVICIOS CIRUGÍA PLÁSTICA ESTÉTICA Y RECONSTRUCTIVA SURGIPLASTIC  ;
SOLUCIONES DE INGENIERÍA, CONSULTORÍA, CONSTRUCCIÓN Y AMBIENTE SICCAA CIA.LTDA.;
INDUSTRIAS QUIMICAS GUAYAS C. LTDA.;
AGAB  ;
RUTASERVICARGA  ;
CIMOGENO  ;
PCG ECUADOR PCGE CIA.LTDA.;
COMPAÑIA DE TRANSPORTES CRIOLLO E HIJOS TRANSCRIOLLO  ;
COMPAÑIA TECNICA DE SERVICIOS, PROMOCIONES, MERCADEO Y VENTAS TENOVENTAS CIA. LTDA.;
IMPORTADORA Y COMERCIALIZADORA QUIMICOS Y MAS MASSQUIMICA  ;
HOLDING FELGUERA  ;
;
SOLUCIONES EMPRESARIALES SOLMAK S. A.;
TRANSPORTE DE BANANO DE EL ORO TRANSBAORO CIA. LTDA.;
CONECTAEHK  ;
COMERCIALIZADORA DEL PACIFICO INTERNACIONAL   COPASA;
COMDISVAFA CIA. LTDA.;
CESEL  ;
GRUPOSECURITY CIA.LTDA.;
FLOVEPA CONSTRUCTORES  ;
TRIPANDTRIPSA SOCIEDAD ANONIMA;
SUFACOT  ;
ILEQUIMSA  ;
AGROINDUSTRIAS-KINI CIA.LTDA.;
AMAGUA CASTILLO ASCENSORES CIA. LTDA.;
;
BIOWORKS-ECUADOR  ;
CENTRO DE ACOPIO CAFE Y CACAO CENACYCO CIA. LTDA.;
MACKLIFF AUDIT CORPORATION MACKAUDITCORP  ;
SOLUCIONES INDUSTRIALES METAL MECANICA VELEZ COMPAÑIA SIMEV CIA.LTDA.;
MEDICAL LOOR   MEDILOOR;
FRAZU  ;
SERVICIOS PROFESIONALES DE PROTECCION SIPROC CIA.LTDA.;
SERVICIOS DE CABLE Y COMUNICACIONES CABLEDURAN  ;
PROPAKNA C.A.;
EXPIMTEX CIA. LTDA.;
'COMPAÑIA DE TRANSPORTE DE CARGA PESADA WENFRANCA  '';
MEGA FERRETERIA BONILLA & BONILLA MEGAB&B CIA.LTDA.;
TRANSPORTES MAIZ Y TURISMO TRAMAYTU  ;
THEBLUEFASHION CIA.LTDA.;
DECOHOME  ;
WORLDFIT  ;
PORTAJEL  ;
TRANSPORVIP   SERVICIOS DE TRANSPORTE EN TAXI EJECUTIVO;
SIMBATRANS  ;
ASAIAS CIA. LTDA.;
SIBEKAUFF  ;
COMERCIALIZADORA ALCADUSA CABLINDUSA  ;
ISM INTEGRALSERVE MANAGEMENT CONTADORES PUBLICOS CIA. LTDA;
ESTACION DE SERVICIOS MEGAESTACION MEGAESTACIONCORP CIA.LTDA.;
TRANSPARENTAL  ;
MINDO BIRDTOURS CIA. LTDA.;
;
CENTRODENT CLINICAS DENTALES INTEGRALES  ;
HCH CONSULTORES Y ASESORES  S.;
PUBLIFI  ;
INNOVATIVE CARD SOLUCIONES CIA. LTDA.;
ADALPEREIRA  ;
ABHYASAYOGA  ;
RESTAURANTE EL LEON DORADO ELD C.A.;
COMERCIALIZADORA YSF CIA.LTDA.;
SMARTCIDI CIA.LTDA.;
BIOGEOQUIMICA OCEANICA BIOGEOCEANICA  ;
K´BANA PRODUCCIONES K´BANAPRO  ;
ENCOFRADOS MEJIA RUILOVA CIA. LTDA.;
VALOREMAD  ;
SEGROLU SEGURIDAD ROSERO LUIS E HIJOS CIA. LTDA.;
GLOBAL CONSULTING SOLUTIONS GSOLT  ;
MODOC  ;
PUBLICIDAD MARKETING Y ESTRATEGIA PUMARES CIA. LTDA.;
GOTIRE&SERVICES CIA.LTDA.;
VERTIKAL  ;
COMPAÑIA DE TRANSPORTE PESADO SARACAY CTPS  ;
COMPAÑIA DE TRANSPORTE DE CARGA PESADA TRANSEXITO  ;
COMERCIALIZADORA DEL NORTE JP JHONYPAR C.LTDA.;
NAILGRUP  ;
JOSQUINTRANS CIA. LTDA.;
INMOLINDA  ;
JORGE ZAPATA LARA JEZL CONTADORES Y AUDITORES CIA. LTDA.;
ONCAPRODUCCIONES DE TELEVISION CIA. LTDA.;
GENERMERCAN  ;
AGUA FRESCA   FRESCASA;
AGENCIA ASESORA PRODUCTORA DE SEGUROS VITAL SEGUROS VITSEGBROK CIA.LTDA.;
NAVIGO SEGURIDAD CIA. LTDA;
INMOBILIARIA SUAMOR  ;
SURVENDEN  ;
COMPAÑIA DE CAMIONETAS 20 DE JUNIO CUTUGLAGUA  ;
DINRESC  ;
VALERA  ;
MIGLIOPAF  ;
TRANSPORTES CANGAHUA  ;
SACHAPITURYS CIA. LTDA.;
AGROSOLUCIONES NUTRIRIEGO  ;
CONTACLOUD  ;
ASESORIA SERVICIOS DE INGENERIA   A.S.I.;
CHINA LOGISTICS CORPORATION CORPLOGICS  S.;
ECUAPHONE  ;
QUINDECONSULTING SERVICES CIA.LTDA.;
BAREOLA  ;
POTENCIANDO G&G CIA. LTDA.;
''VALAREZO & MALDONADO'' ''VALAREZO&MALDONADO'' CIA.LTDA.;
GLEMOT RIBAULT CIA.LTDA.;
LIUMBE  ;
OFERNET  ;
JOIN TOURS  ;
INSEKOM INTEGRADORES INTEGRADORES EN TELECOMUNICACIONES INSEKOM CIA.LTDA.;
TRANSPORTE ESCOLAR E INSTITUCIONAL DE ESTUDIANTES Y PERSONAL COJOSACEXPRESS  ;
HACIENDA DE ENSEÑANZA HACENSE C.L.;
TITANIOSA S. A.;
SERVICIOS CONTABLES ASOCIADOS SERCONTABLES  ;
INESMAR  ;
AGUIRRE & ASOCIADOS CIA. LTDA.;
MILLENIUMTRADE  ;
SANTALCO  ;
FITNESS-CLUB CIA.LTDA.;
RESPIRALAB  ;
;
CONSTRUMIRK  ;
CENTRONIC CINTAS, EQUIPOS ELECTRONICOS Y SUMINISTROS CIA. LTDA.;
KATLI CIA. LTDA.;
ECUASINLIMITE  ;
TELEVISORA RIOBAMBEÑA TVECUAVISIÓN CÍA. LTDA.;
PRIME SOLUTIONS SOLUCIONESYPROYECTOSINDUSTRIALES  ;
COMPAÑIA DE TRANSPORTE DE CARGA PESADA   JAMATRANS;
GORGOMAR  ;
TREEHOUSE CIA.LTDA.;
RINAT ECUADOR  ;
ARKITEKTURA V. SCHNEIDEWIND SA;
HORFIPRE TRANSPORTES CIA.LTDA.;
OROUNION  ;
CENTRO CABRERA & NAVARRO 2607  ;
INMOBILIARIA TIERRA DEL SOL   (TERSOL);
PRIME GLOBAL BUSINESS CONSULTING CONGLOMERATE  ;
BIANCORP  ;
BOCA FLOWERS INTERNATIONAL LTD.;
TELEVISIÓN MANA TELMANA S. A.;
HINOJOSA E HINOJOSA ABOGADOS Y LEYES CIA. LTDA.;
VILNIUS CIA.LTDA.;
BAEZA ECOLODGE BAECOLGE CIA.LTDA.;
HSESERVICES SEGURIDAD, SALUD Y AMBIENTE CIA.LTDA.;
ROCAIMPORT REPRESENTACIONES Y DISTRIBUCIONES C LTDA;
;
CONSTRUCTURA SILVA-MIRANDA INGENIERIA Y SERVICIOS SMCONSTRUING&SERV  ;
WORKALPHA  ;
THE CAGE  ;
ASISTENCIA Y EVENTOS CULINARIOS ASECU  ;
ELECTROSMART  ;
CORPORACIÓN AMORE CIELO AMORECIELOCORP  S.;
COMPAÑIA DE TRANSPORTE PESADO LOSARTRANSP  ;
CONSTRUCTORA E INMOBILIARIA JORGE SOTO CIA. LTDA.;
IMPORT GAMA, IMGAMA  ;
COMERCIAL MABOAN S.A;
DISTRIMIA  ;
AGRICOLA MARIO VERGARA AGRIMAVERSA CIA.LTDA.;
SOLUCIONES ISKADAMI  ;
;
IMPORTADORA Y LIBRERIA MAGA   IMPORLIMAGA;
PARRIART CIA. LTDA.;
NEZDA  ;
ASITECMAN  ;
PETROPOWER  ;
PREDIAL ESTRELLA DE OCTUBRE PREDESA  ;
IDONEA  ;
SAMITRAVEL  ;
ALFA MEDIC ALFAMED C.A.;
GEOLOGISTICS S.A;
ECUADOR MAR FISHING COMPANY   EMARFISA;
FOURTH DIMENSION TRADING, FD TRADING  ;
COMERCIAL KAREN COMKAREN  ;
COMPAÑIA DE TRANSPORTE EN CARGA PESADA ANDAEXPRESS  ;
COMPANIA DE TRANSPORTE LUIS GONZALO TUFIÑO  ;
PARFATE CIA. LTDA.;
INNOVACION TECNOLOGICA INNOVASEET CIA. LTDA.;
LOWERY  ;
AGRICOLA BUCAY AGRIBUCAY  ;
VIAJES Y TURISMO A&F DELGADO C LTDA;
ZIMA TRAVEL CIA. LTDA.;
INTRO  ;
DIGIWAY CIA. LTDA.;
INGENIERIA, SERVICIO TECNICO Y COMERCIALIZACION   ''INSERVICOM'';
EXPOTECH  ;
SERVICIOS INDUSTRIALES HYDROCLEANING CIA. LTDA.;
GRADIREX  ;
TRANSPORTE CONVENCIONAL ''UNIONNSEVILLANA''  ;
TECNOLOGIA EN CONSTRUCCION TEC247  ;
COMPANIA AREBAR  ;
ERNESTO GAMBOA & ASOCIADOS CIA. LTDA.;
GRUPO EMPRESARIAL ALCE GRUPALCE CIA.LTDA.;
TECNOSHIPPING  ;
TRANSPORTES MILTORRA  ;
ALVAREZ & RODRIGUEZ CONSULTORIA EXPERTOSPRITEL COMPAÑIA DE RESPONSABILIDAD LIMITADA;
FUNERARIA Y SERVICIOS EXEQUIALES PORTALES DEL YANUNCAY CIA. LTDA.;
FORNAX GROUP CORP;
;
ATIG AUDITORES Y ASESORES CIA. LTDA.;
TRUSTAX  ;
BIT-LINE NEGOCIOS Y TECNOLOGIA EN LINEA CIA. LTDA;
LOPEZMETALWORKS CIA.LTDA.;
TRANSVICPORT S. A.;
VILLEGAS Y ARTEAGA ASOCIADOS CIA. LTDA.;
CORPORACION ATLANTICA COTLAN C.A.;
MARQZTRAVEL  ;
ASESCARE  ;
AGRICOLA INDUSTRIAL SAN VICTOR AGROVICTOR CIA. LTDA.;
FORCONT FORMAS Y CONTRASTES COMPANIA LIMITADA.;
BVBC COMUNICACIONES  ;
MERPORT  ;
INTERNACIONAL DE TRANSPORTE LAURAMOORE POZO TRANEXTEINT  ;
TRANSPORTE DE MATERIALES PETREOS TRUCKBC  ;
;
CONSVALTI  ;
INMOBILIARIA BERO SA;
SMARTREND C.LTDA.;
SERVICIO AUTOMOTRIZ-AUTOPRIX  ;
CENTRO DE OSTEOPOROSIS Y REHABILITACION MEDICAL CORE CENTROMEDICALCORE CIA.LTDA.;
TRANSPORTES JACOME & JACOME JACSACARGO  ;
HACIENDA AGRICOLA LA JOSEFINA SHATTA CIA.LTDA.;
SYSTEM DEUTSCHLAND MOELLER ELECTRIC CORPORATION DMELECTRIC CIA. LTDA.;
AM SOLUCIONES EMPRESARIALES FINANCIERAS AMSOL  ;
SBO G ECUADOR  ;
COMPAÑÍA CARACOL RADIO FM COMCARF S. A.;
;
SYNLUBE  ;
COAUDSERVG, COMPAÑIA DE AUDITORES Y CONSULTORES GERENCIALES VERC. CIA. LTDA.;
COOPERSTOWN  ;
GUEMONCA CIA. LTDA.;
SERVICIOS METAL Y SOLDADURA PLOMIMETAL CIA.LTDA.;
ZUÑIGA & NOBOA SOLUCIONES ODONTOLOGICAS ZNDENTAL CIA.LTDA.;
VANAPROBAL CIA.LTDA.;
COMPANIA INMOBILIARIA VALDEZ SA;
CONSTDUXE  ;
COMPAÑIA DE TRANSPORTE PESADO GRACIELA MORALES OCAÑA GRUAS&TOBAR  ;
TAPIA SAAVEDRA CIA. LTDA.;
WAM  ;
VALENPATA  ;
TECHWORKS  ;
JAREJOR  ;
UMOECUADOR  ;
PORTO&DIESEL CIA.LTDA.;
PROMIADEL S. A;
RADIO CENTRO REDECA C LTDA;
IMPORTACIÓN, PRODUCCIÓN Y COMERCIALIZACIÓN MARCHIGLOBALI CIA. LTDA.;
ULTRABIO NATURALS CIA.LTDA.;
HAIDMARINO CIA.LTDA.;
MAJUSS EDITORIAL & TECNOLOGIA CIA.LTDA.;
DE MARLIS ROSES EXPORTACIONES CIA.LTDA.;
VISEMSA GANADERA VISE CIA. LTDA.;
;
TRANSPORTE MIXTO DE CARGA Y PASAJEROS EN CAMIONETAS DOBLE CABINA GARZVELOZ  ;
MISHKY BURGUER WMMB CIA.LTDA.;
AGRICOLA MEBY  ;
PREDIAL INDUSTRIAL PATRISA SA;
FIVECOMPANY S.A;
JARDINES TERRAGARDEN  ;
REGOLAREC  ;
CONSTRUCTORA ENFINIHVS CIA.LTDA.;
ACSECONSULTING DEL ECUADOR CIA. LTDA.;
RECTIFICADORA FISCHER - MOSQUERA  ;
BELOTECHS GROUP  ;
DRONE FARMING DROFARM  ;
INMOCRANE  ;
;
NITAL  ;
UNISOLUTIONS INFORMATICA  ;
CENTRO INTEGRAL DE ORTOPEDIA Y TRAUMATOLOGIA CIOT  ;
INTENSIYEPRO  ;
CONSTRUCTORA CARDENAS & PALMA GRUPOCP CIA.LTDA.;
ABARVIN ABARCA VINTIMILLA CIA. LTDA.;
HELIXECONOMIA CIA. LTDA.;
CIRTO  ;
ALMACENAMIENTO CRIS CONTAINER CRISTAINER  ;
ALDANEW MEDIICAL  ;
ADOLFOPEZ  ;
ECUADECORSA  ;
EKUNNY  ;
;
CABRERA HERMANOS  ;
FISIOFEEL CIA.LTDA.;
BAKERY&COFEE  ;
CAESOLUTIONSEC CIA. LTDA;
RADIO LA GITANA GITARAD CIA. LTDA.;
LABPARREÑO CIA.LTDA.;
DIFEN  ;
AGUAS & MOGROVEJO TRANSPORTE DE CARGA PESADA Y EXTRAPESADA CIA. LTDA.;
SERVICIOS COMERCIALES FASERVICE  ;
ZOOM RESEARCHGROUP  ;
B&G SERVICES B&GSERVICES CIA.LTDA.;
MALASOMA  ;
CENTRO ECUATORIANO DE PRODUCCION CULTURAL CENECU C LTDA;
MARTINEZ PALACIOS SEGURIDAD CIA. LTDA.;
VIABLE (VIABLESA)  ;
SUIZATRANS  ;
HURELMI  ;
PHARMAGP IMPORTACIONES Y EXPORTACIONES CIA.L TDA.;
HORMICARGOAEH CIA. LTDA.;
SERVICIO INTEGRADO DE TELEFONIA MOVIL SITELMOV CIA. LTDA.;
FERRETERIA Y SEGURIDAD FERRESEGSA  ;
HIDROINGENIERIA  ;
CONSULTORES ALMEIDA LLERENA CIA. LTDA.;
COMERCIALIZADORA GLOBE INDUSTRIES GLOBEINDSA  ;
ADVISORY & CONSULTING AUDITORES CIA. LTDA.;
HORNODELEÑA-FOODGROUP CIA.LTDA.;
BARCOMAR  ;
COMPAÑIA DE TRANSPORTE PESADO CHEMUSUR  ;
;
SMARTVISIONSEGURITY CIA.LTDA.;
COMPAÑIA DE TRANSPORTE GRAN PAIS CONTRANSGRANP  ;
CASCO&MANCERO DEVELOPERS CIA.LTDA.;
INTELLPROJECTS CIA. LTDA.;
AGROPECUARIA TGR CIA.LTDA.;
WORCOMIN CIA. LTDA.;
COMPAÑIA 24 DE JUNIO  ;
UPA COMUNICACIONES  ;
BELLAEXPERT REPRESENTACIONES CIA.LTDA.;
ECZANE PHARMA LABORATORIOS ECZANEPHARMA  ;
FERREBETA  ;
TRANSPORPLUS  ;
;
MOME  ;
COMERCIALMEGASURTIDITO COMEGASURTI CIA.LTDA.;
ECAED  ;
MI SERVER MISERVER  ;
INDUSTRIA JUEGOS MULTIPLES SISTEMULTIPLES SOCIEDAD ANÓNIMA;
EMA ENTERTAINMENT EMASHOWS  ;
COMPAÑIA DE TRANSPORTE PESADO OTAVALOTRUCKS  ;
TRANSPORTE MIXTO-NATABUELA  ;
RENTA CARPUYU CIA. LTDA.;
TERRALEGRE&NEUROCIENCIAS CIA.LTDA.;
GESTION, COMERCIALIZACION DE SERVICIOS MEDICOS Y DENTALES GESCOMEDENT  ;
ADMISTAR  ;
;
COMERCIALIZADORA COMLATZERO LATITUD ZERO SOCIEDAD ANÓNIMA;
CAMPOVINCES  ;
BLACKHAT  ;
CONSTRUCCIONES FENIX COFENIX CIA.LTDA.;
FINISHMAST CONSTRUCCIÓN  ;
CORPCELINA  ;
COMPAÑIA DE TAXI EJECUTIVO GUALAQUIRUTA  ;
JBSERVICONSTRUC  ;
SEMECAUTO CIA.LTDA.;
LARMECET  ;
MAGONSA  ;
GRAFICAS CERVANTES GRACERV  ;
DERMACLINIC CIA. LTDA.;
KIIMAK MAY  ;
INMOBILIARIA CENTROSUR SA;
;
INMOBILIARIA RAMIREZ DAVALOS SA INRADASA;
INDUSTRIAL ITALPASTAS CIA. LTDA.;
BORJA & BORJA NUQUES ASOCIADOS  ;
TREUXLY  ;
SEGUVIAL  ;
NETEL TELECOMUNICACIONES Y NEGOCIOS NETEL CIA.LTDA.;
ROMANOCORP  ;
HELMDECO  ;
STUDIOCAVA  ;
IMOYEN CIA.LTDA.;
CLINICA DENTAL SMILE NOW SMILENOW  ;
ARTEMIS (ARTEMIS-BDS)  ;
RECICLADORA DE MATERIALES DEL ECUADOR RECIMATEC ;
 ;
BANAYEYE  ;
ASETRONIX CIA. LTDA.;
KEMININDUSTRIES ECUADOR  ;
POWERSTUDIO CIA.LTDA.;
TRANSPORTE MIXTO PASEO DEL INCA COTRANSPASIC  ;
MEGACONEXION  ;
FRENOS Y PARTES BRAKEPARTS  ;
ONCODEALER CIA.LTDA.;
COMPAÑIA DE CONSTRUCCIONES Y REPRESENTACIONES ;
TORRES CAMPOVERDE CIA. LTDA.;
ACTIUM ASESORES LEGALES CIA.LTDA.;
FERRETERIA NAVAL E INDUSTRIAL NAVIFERRO  ;
POLYVALLE  ;
M.M.P. MERCHANT MARINE PILOTS  ;
KUADRER  ;
WECONNECT CORP CIA.LTDA.;
RBM CONSTRUCCIONES Y SERVICIOS  ;
MUNDO EXPRESS AGENCIA DE VIAJES MUNPRESS  ;
SARIGC CIA.LTDA.;
BEGRAPHS  S.;
PLANIFIKAR  S.;
CONSTRURECALDE CIA. LTDA.;
MENDOZA INTRIAGO DISEÑO Y ASESORIA CIA.LTDA MIDAS;
PRACTIKLAVE  ;
AGRICOLA COMERCIAL CASA DEL BANANERO CASABANANERO C.LTDA.;
PROVEDATOS NÓMINAZ  ;
COMPAÑIA DE TRANSPORTE TURISTICO EXPRESHUAQUILLAS  ;
'LASCANO & VITERI'' ALIMENTOS, BEBIDAS Y CATERING ''LASVIT''  ;
MAQUINARIA Y EQUIPOS ECUADOR MA&EQUICOM CIA.LTDA.;
PRONTOAJUSTE   AJUSTADORES DE SINIESTROS;
GALCONSTRU  ;
;
REPRESENTACIONES, EQUIPOS Y TECNOLOGIA TECNIREP  ;
ACEC CLUB ECUATORIANA DE CONDUCCION CIA. LTDA.;
UNKLER  ;
SERVICIOS Y CONSTRUCCIONES DEL NORTE SERCONSNOR CIA. LTDA.;
SERVICIOS INDUSTRIALES ENERTECNICA  ;
ANGELIC PRODUCCIONES Y PUBLICIDAD C.A.;
QUANTUM VIT CONSTRUCCIONES QVICONS  ;
LKEC-HOLDINGS  ;
TRANSPORTE PESADO MYR. ARTURO GUEVARA  ;
DICONSTRUCTEC  ;
;
SERVIFUMIAGRO AGRÍCOLA Y SERVICIOS DE FUMIGACION PAZ VALLEJO  ;
CORPORATIVO MÉDICO ALVEAR ALMEDICAL-CENTER CIA.LTDA.;
INMOBILIARIA SILESIA SA;
SERVITECNICAS BANEVALL  ;
PIGUNCHUELA  ;
GRIMALSA NEGOCIOS INTEGRADOS  ;
DCAC TECNOLOGIAS  ;
CENTRO DE ESTUDIOS DE MATERIALES Y CONTROL DE OBRA,  ;
SUMEDICAL-IMPORT CIA.LTDA.;
SIYUAN CHINA CIA. LTDA.;
PLAZAALIANZA  ;
TRANSPORTE TURISTICO BIKE&TRANSPORT CIA.LTDA.;
TRANSPORTE MATERIAL PETREO EN VOLQUETAS EL JORDAN  ;
NETILACSA  ;
TRANSPORTE BURNEO CASTILLO COTRANSBUR  ;
ANDRADE GUAYASAMIN CIA LTDA;
ALMAEXPORT  ;
MONFRINI  ;
CORDOVA ELIZALDE COELME CIA.LTDA.;
HANNAHFLORAL CIA.LTDA.;
RUEDUARD  ;
IMPORTADORA ANDONIO MILANA ANDONYMILAN  ;
CMPK C.L.;
CONSULTORES TECNOLÓGICOS FIMGROUP LATIN FGL  ;
AVESCO  ;
ATIKOSIETE ECUADOR CIA. LTDA.;
COMPAÑIA DE TRANSPORTE EXTRAPESADO CRESPO SORIA COTREXCRESOR CIA. LTDA.;
GUAYAQUIL-NOVAQUIL  ;
PARMEG  ;
AGRIMACECUA CIA. LTDA.;
SERVICIO DE PUERTOS   SERVIPUERTOS;
FUTURESECURITY CIA.LTDA.;
TRANSPORTES INTEGRADOS DEL NORTE IMCHAMPUTIZ  ;
MASHA-ARCHITECTURE C.L.;
PARADOKS SERVICIOS Y PRODUCTOS INFORMATICOS C.L.;
PCI COMUNICATIONS PRONTA COMUNICACION  ;
ALLCARGOTRANSPORT  ;
TECHNOLAND  ;
MAMITECORP  ;
CONSULTORA SOLUCIONES DE TECNOLOGIA INFORMATICA SOLUTECINFO  ;
CAMTA  ;
ORION IT CIA. LTDA. ORIONIT;
FOODTURE CIA.LTDA.;
PROMOTORA DEL PACIFICO PROMOFICO  ;
BARRERA, ANDRADE, ABOGADOS & CONSULTORES BACLAW  ;
EQUIPOS MEDICOS Y DE LABORATORIO EMELAB  ;
EMPRESA DE TRANSPORTE DE AVES DE CORRAL DURAN (EMTRANDUR  );
;
INMOJULI  ;
ELEVADORES Y COMERCIO ELEVACO CIA. LTDA.;
MEGACON CONSULTORA Y CONSTRUCTORA  ;
COMPAÑIA DE TRANSPORTE DE CARGA PESADA SERVIGRUASLOJA S. A.;
INNOVA CALIDAD RIVAROS CIA. LTDA.;
JUAYATABC TELEVISION  ;
CORPORACION DE ENTRETENIMIENTO COPROPLAY  ;
FUERZA INTEGRAL DE SERVICIOS DE SEGURIDAD FISSEG CIA. LTDA.;
CONSTRUCTORA MARTINEZ&SANCHEZ CIA.LTDA.;
CAYAMSOL EMPRESA DE TRANSPORTE ESCOLAR, EMPRESARIAL E INSTITUCIONAL  ;
BODEGAS INDUSTRIALES MAXIMA SEGURIDAD S. A. BIMAXSE;
MEDAPTUS  ;
PROINGUR  ;
HALCONES VIGILANTES HALSEG CIA. LTDA.;
JAMBOT  ;
COMPAÑIA EDITORRE COMPAÑIA LIMITADA;
LATABLE CANNING SERVICES CIA.LTDA.;
RIGTHSERVICES  ;
ECUALUXMAN  ;
CONSTRUCTORA ALTIPLANOSUR  ;
EPOXICORP - SERVICIOS DE APLICACIÓN Y MANTENIMIENTO DE SUPERFICIES C.A.;
EQUIPOS INDUSTRIALES Y SOLUCIONES ANDINAS EQUIANDINA  ;
EDICIONES MEDICAS INTERNACIONALES EDIMEINTER CIA. LTDA.;
;
CONSTRUCTORA Y COMERCIALIZADORA ORDOÑEZ UREÑA CIA. LTDA.;
AUDITACORP CIA. LTDA.;
ACD CONSULTING CIA. LTDA.;
PRO BEAUTY EC BEAUTYPRO CIA.LTDA.;
RUTH PANCHANA STRATEGIC & CONSULTING RUESCONSA  ;
SUSFRENOS  ;
DISTRIBUIDORA ARELLANO MACIAS  ;
KC PUBLICIDAD EVENTOSCONTIGO CIA.LTDA.;
SEGRUPSA C. LTDA.;
CARRILLO RECALDE CIA. LTDA.;
WEBSATMEDIA ECUADOR CIA. LTDA.;
JOSPAR IMPORTACIONES Y DISTRIBUCIONES CIA.LTDA.;
CRONIVEST  ;
LAUROALGO  ;
DIAGERCELL  ;
ATLAS MERCANTIL & QUIMICOS  ;
GLOBAL EDUCATION GLED ECUADOR  ;
TORCOMUN  ;
ECUALIMPIEZA  ;
IMPORTACIONES AUTOMOTRICES NINAHUALPA HIDALGO CIA. LTDA.;
ALMENDARIZ MEDRANO LOGISTICS CIA. LTDA.;
TALLERES Y SERVICIOS UNCOVIA UNCOVIASERVIS  ;
DISTRIBUIDORA ORLANDO NIETO DISORNI CIA.LTDA.;
